172819.4437,172819.4437,172819.4437,103691.6663,103691.6663,103691.6663,241947.2211,253468.5174,215064.1966,291872.8382,99774.28125,99774.28125,99774.28125,59864.56875,59864.56875,59864.56875,139683.9938,146335.6125,124163.55,168507.675
112570.215,112570.215,112570.215,67542.129,67542.129,67542.129,157598.301,165102.982,140087.3787,190118.5854,109384.9313,109384.9313,109384.9313,65630.95875,65630.95875,65630.95875,153138.9038,160431.2325,136123.47,184738.995
150175.6805,150175.6805,150175.6805,90105.4083,90105.4083,90105.4083,210245.9527,220257.6648,186885.2913,253630.0382,98530.425,98530.425,98530.425,59118.255,59118.255,59118.255,137942.595,144511.29,122615.64,166406.94
21242.7933,21242.7933,21242.7933,12745.676,12745.676,12745.676,29739.9107,31156.0969,26435.4761,35876.7176,92119.78125,92119.78125,92119.78125,55271.86875,55271.86875,55271.86875,128967.6938,135109.0125,114637.95,155580.075
0.0625,0.0625,0.0625,0.0375,0.0375,0.0375,0.0874,0.0916,0.0777,0.1055,139535.1563,139535.1563,139535.1563,83721.09375,83721.09375,83721.09375,195349.2188,204651.5625,173643.75,235659.375
0,0,0,0,0,0,0,0,0,0,142511.9063,142511.9063,142511.9063,85507.14375,85507.14375,85507.14375,199516.6688,209017.4625,177348.15,240686.775
0,0,0,0,0,0,0,0,0,0,98498.53125,98498.53125,98498.53125,59099.11875,59099.11875,59099.11875,137897.9438,144464.5125,122575.95,166353.075
0,0,0,0,0,0,0,0,0,0,56292.46875,56292.46875,56292.46875,33775.48125,33775.48125,33775.48125,78809.45625,82562.2875,70052.85,95071.725
0,0,0,0,0,0,0,0,0,0,36752.23125,36752.23125,36752.23125,22051.33875,22051.33875,22051.33875,51453.12375,53903.2725,45736.11,62070.435
0,0,0,0,0,0,0,0,0,0,32967.50625,32967.50625,32967.50625,19780.50375,19780.50375,19780.50375,46154.50875,48352.3425,41026.23,55678.455
0.0507,0.0507,0.0507,0.0304,0.0304,0.0304,0.071,0.0744,0.0631,0.0857,46894.44375,46894.44375,46894.44375,28136.66625,28136.66625,28136.66625,65652.22125,68778.5175,58357.53,79199.505
62206.1518,62206.1518,62206.1518,37323.6911,37323.6911,37323.6911,87088.6125,91235.6893,77412.1,105059.2786,99859.33125,99859.33125,99859.33125,59915.59875,59915.59875,59915.59875,139803.0638,146460.3525,124269.39,168651.315
115168.0451,115168.0451,115168.0451,69100.8271,69100.8271,69100.8271,161235.2632,168913.1328,143320.2339,194506.0318,61799.45625,61799.45625,61799.45625,37079.67375,37079.67375,37079.67375,86519.23875,90639.2025,76905.99,104372.415
